Album,Album Artist,Album Rating,Album Rating Computed,Apple Music,Artist,Artwork Count,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Explicit,File Folder Count,Genre,Grouping,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Playlist Only,Protected,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
1989 (Deluxe),Taylor Swift,100,,,Taylor Swift,1,256,,Encoded By rgFc (ICQ 5758811),,"Taylor Swift, Max Martin & Shellback",2017-12-30T11:35:16Z,2017-12-30T22:48:03Z,1,1,,5,Pop,"No Stone Unturned, Vol. 1",Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Taylor%20Swift/1989%20(Deluxe)/06%20Shake%20It%20Off.m4p,,Shake It Off,,86D85A5CF4CEF78F,33,3605274056,2018-03-30T15:00:56Z,,,,100,,2014-10-27T07:00:00Z,44100,7901458,1,2018-01-17T09:25:06Z,1989 (Deluxe),Hooters,Taylor Swift,Doors,Shake It Off,219209,19,3494,6,File,2014
Frontiers,Journey,100,,,Journey,1,256,,Encoded By rgFc (ICQ 5758811),,Jonathan Cain,2017-12-31T10:55:55Z,2018-01-04T19:05:28Z,1,1,,5,Rock,"No Stone Unturned, Vol. 1",Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Journey/Frontiers/05%20Faithfully.m4p,,Faithfully,,13A95C2D6F257E5A,33,3605274056,2018-03-30T15:00:56Z,,,,100,,1983-02-01T00:00:00Z,44100,9347248,1,2018-01-17T09:25:06Z,Frontiers,Hooters,Journey,Doors,Faithfully,267080,14,3496,5,File,1983
The Albums,Bon Jovi,100,,,Bon Jovi,1,256,,Encoded By rgFc (ICQ 5758811),,Bon Jovi & Richie Sambora,2017-12-31T10:56:01Z,2018-04-07T11:16:01Z,15,3,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bon%20Jovi/The%20Albums/3-05%20Wanted%20Dead%20Or%20Alive.m4p,,Wanted Dead Or Alive,,07057AEB83E83535,1,3608374206,2018-05-05T12:10:06Z,,,,100,,2014-10-21T07:00:00Z,44100,11060445,1,2018-03-30T15:31:38Z,Albums,Hooters,Bon Jovi,Doors,Wanted Dead Or Alive,308344,10,3498,5,File,1986
Latino 59 presenta: Bailando,Various Artists,100,,,"Issac Delgado, Gente de Zona & Descemer Bueno",1,256,,Encoded By rgFc (ICQ 5758811),,"Delgado Hernandez Alexander, Martinez Randy Malcom, Bueno Martínez Descemer & Iglesias Enrique",2018-01-02T13:59:42Z,2018-01-04T19:05:29Z,1,1,,5,Salsa y Tropical,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/Latino%2059%20presenta_%20Bailando/01%20Bailando%20(Official%20Salsa%20Version).m4p,,Bailando (Official Salsa Version),,4B64CCB0222793B6,1,3608374206,2018-05-05T12:10:06Z,,,,100,,2014-09-25T07:00:00Z,44100,9488719,1,2018-03-30T15:31:38Z,Latino 59 presenta: Bailando,Hooters,"Issac Delgado, Gente de Zona & Descemer Bueno",Doors,Bailando (Official Salsa Version),273160,17,3500,1,File,2014
"Bailando (Remixes) [feat. Sean Paul, Descemer Bueno & Gente de Zona]",Enrique Iglesias,100,,,Enrique Iglesias,1,256,,Encoded By rgFc (ICQ 5758811),,"Enrique Iglesias, Descemer Bueno, Alexander Delgado & Randy Malcom Martinez",2018-01-02T14:12:10Z,2018-01-04T19:06:37Z,1,1,,5,Latin,Slippery When Wet,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Enrique%20Iglesias/Bailando%20(Remixes)%20%5Bfeat.%20Sean%20Paul,%20Des/06%20Bailando%20(feat.%20Sean%20Paul,%20Descem.m4p",,"Bailando (feat. Sean Paul, Descemer Bueno & Gente de Zona) [Matoma Remix]",,90B3EB398DFB8A91,22,3602928082,2018-03-03T12:21:22Z,,,,100,,2014-01-01T08:00:00Z,44100,11356182,1,2018-03-30T15:31:38Z,"Bailando (Remixes) [feat. Sean Paul, Descemer Bueno & Gente de Zona]",Hooters,Enrique Iglesias,Doors,"Bailando (feat. Sean Paul, Descemer Bueno & Gente de Zona) [Matoma Remix]",322395,7,3502,6,File,2014
The Complete Season 9 Collection (The Voice Performance),Jordan Smith,100,,,Jordan Smith,1,256,,Encoded By rgFc (ICQ 5758811),,Leonard Cohen,2018-01-04T06:30:24Z,2018-01-04T19:05:55Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Jordan%20Smith/The%20Complete%20Season%209%20Collection%20(The%20Vo/07%20Hallelujah%20(The%20Voice%20Performance.m4p,,Hallelujah (The Voice Performance),,A3A5011B244E1E91,4,3603126524,2018-03-05T19:28:44Z,,,,100,,2015-12-16T08:00:00Z,44100,6767763,1,2018-03-30T15:31:38Z,Complete Season 9 Collection (The Voice Performance),Hooters,Jordan Smith,Doors,Hallelujah (The Voice Performance),189093,11,3504,7,File,2015
Gold,Ryan Adams,100,,,Ryan Adams,1,256,,Encoded By rgFc (ICQ 5758811),,Ryan Adams,2018-01-04T06:32:04Z,2018-01-04T19:06:01Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ryan%20Adams/Gold/07%20When%20the%20Stars%20Go%20Blue.m4p,,When the Stars Go Blue,,20F30A2E6E335E85,11,3607691643,2018-04-27T14:34:03Z,,,,100,,2001-01-01T08:00:00Z,44100,7767073,1,2018-03-30T15:31:38Z,Gold,Hooters,Ryan Adams,Doors,When the Stars Go Blue,212768,16,3506,7,File,2001
Gold,Ryan Adams,100,,,Ryan Adams,1,256,,Encoded By rgFc (ICQ 5758811),,Ryan Adams,2018-01-04T06:32:06Z,2018-01-04T19:07:08Z,2,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ryan%20Adams/Gold/1-05%20The%20Rescue%20Blues.m4p,,The Rescue Blues,,EA6D8F11F0A10B3D,4,3604677384,2018-03-23T18:16:24Z,,,,100,,2001-01-01T08:00:00Z,44100,8563745,1,2018-03-30T15:31:38Z,Gold,Hooters,Ryan Adams,Doors,Rescue Blues,218400,16,3508,5,File,2001
Demolition,Ryan Adams,100,,,Ryan Adams,1,256,,Encoded By rgFc (ICQ 5758811),,Ryan Adams,2018-01-04T06:32:46Z,2018-01-04T19:06:44Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ryan%20Adams/Demolition/02%20Hallelujah.m4p,,Hallelujah,,2653729B7A5B3ECC,2,3608368651,2018-05-05T10:37:31Z,,,,100,,2002-09-24T07:00:00Z,44100,7389451,1,2018-03-30T15:31:38Z,Demolition,Hooters,Ryan Adams,Doors,Hallelujah,190320,13,3510,2,File,2002
Gold,Ryan Adams,100,,,Ryan Adams,1,256,,Encoded By rgFc (ICQ 5758811),,Ryan Adams & Ethan Johns,2018-01-04T06:33:05Z,2018-01-04T19:07:50Z,2,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ryan%20Adams/Gold/1-08%20Nobody%20Girl.m4p,,Nobody Girl,,F63090B376D9321E,1,3603728928,2018-03-12T18:48:48Z,,,,100,,2001-01-01T08:00:00Z,44100,21814453,1,2018-03-30T15:31:38Z,Gold,Hooters,Ryan Adams,Doors,Nobody Girl,579506,16,3512,8,File,2001
Love Is Hell,Ryan Adams,100,,,Ryan Adams,1,256,,Encoded By rgFc (ICQ 5758811),,Ryan Adams,2018-01-04T06:33:13Z,2018-01-04T19:07:26Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Ryan%20Adams/Love%20Is%20Hell/16%20Hotel%20Chelsea%20Nights.m4p,,Hotel Chelsea Nights,,4FB9001B0970F1B9,1,3603728928,2018-03-12T18:48:48Z,,,,100,,2004-01-01T08:00:00Z,44100,11276359,1,2018-03-30T15:31:38Z,Love Is Hell,Hooters,Ryan Adams,Doors,Hotel Chelsea Nights,311488,16,3514,16,File,2004
Dire Straits,Dire Straits,100,,,Dire Straits,1,256,,Encoded By rgFc (ICQ 5758811),,Mark Knopfler,2018-01-05T20:36:12Z,2018-01-07T13:51:31Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Dire%20Straits/Dire%20Straits/01%20Down%20to%20the%20Waterline.m4p,,Down to the Waterline,,EE1183C6CCB21A4A,1,3598040625,2018-01-05T22:43:45Z,,,,100,,1978-06-01T07:00:00Z,44100,9326549,1,2018-03-30T15:31:38Z,Dire Straits,Hooters,Dire Straits,Doors,Down to the Waterline,241906,9,3516,1,File,1978
Music Speaks Louder Than Words,Candi Staton,100,,,Candi Staton,1,256,,Encoded By rgFc (ICQ 5758811),,"Barry Gibb, M. Gibb & R. Gibb",2018-01-05T23:43:58Z,2018-01-07T13:51:26Z,1,1,,5,R&B/Soul,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Candi%20Staton/Music%20Speaks%20Louder%20Than%20Words/01%20Nights%20On%20Broadway.m4p,,Nights On Broadway,,B34FE39830D852C6,1,3603171082,2018-03-06T07:51:22Z,,,,100,,1977-01-01T00:00:00Z,44100,8489123,1,2018-03-30T15:31:38Z,Music Speaks Louder Than Words,Hooters,Candi Staton,Doors,Nights On Broadway,209744,11,3518,1,File,1977
The Ultimate Bee Gees,Bee Gees,100,,,Bee Gees,1,256,,Encoded By rgFc (ICQ 5758811),,"Barry Gibb, Robin Gibb & Maurice Gibb",2018-01-05T23:44:02Z,2018-01-07T13:51:22Z,2,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bee%20Gees/The%20Ultimate%20Bee%20Gees/1-04%20Nights%20on%20Broadway.m4p,,Nights on Broadway,,72C04E9DA996C0C5,1,3598380204,2018-01-09T21:03:24Z,,,,100,,2009-11-03T08:00:00Z,44100,10174180,1,2018-03-30T11:52:53Z,Ultimate Bee Gees,Hooters,Bee Gees,Doors,Nights on Broadway,273493,19,3520,4,File,2009
S** AND LOVE,Enrique Iglesias,60,,,Enrique Iglesias,1,256,,Encoded By rgFc (ICQ 5758811),,"Enrique Iglesias, Descemer Bueno, Alexander Delgado & Randy Malcom Martinez",2018-01-07T14:53:46Z,2018-01-07T13:54:09Z,1,1,,5,Latin,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Enrique%20Iglesias/S__%20AND%20LOVE/12%20Bailando%20(feat.%20Descemer%20Bueno%20&.m4p,,Bailando (feat. Descemer Bueno & Gente de Zona) [Spanish Version],,08A7742B0F8D7977,2,3608642347,2018-05-08T14:39:07Z,,,,60,,2014-01-01T08:00:00Z,44100,8858345,1,2018-03-30T11:52:53Z,S** AND LOVE,Hooters,Enrique Iglesias,Doors,Bailando (feat. Descemer Bueno & Gente de Zona) [Spanish Version],243413,16,3522,12,File,2014
Aadu Oru Bheekara Jeeviyanu (Original Motion Picture Soundtrack) - Single,Shaan Rahman,60,,,Shaan Rahman & Anwar Sadath,1,256,,Encoded By rgFc (ICQ 5758811),,Shaan Rahman,2018-01-09T07:56:10Z,2018-01-26T18:48:05Z,1,1,,5,Regional Indian,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shaan%20Rahman/Aadu%20Oru%20Bheekara%20Jeeviyanu%20(Original%20Mo/02%20Kodikayarana.m4p,,Kodikayarana,,9150A3C5B1BDB28C,32,3606145292,2018-04-09T17:01:32Z,,,,60,,2015-01-28T08:00:00Z,44100,5443978,1,2018-03-30T11:52:53Z,Aadu Oru Bheekara Jeeviyanu (Original Motion Picture Soundtrack) - Single,Hooters,Shaan Rahman & Anwar Sadath,Doors,Kodikayarana,152215,2,3524,2,File,2015
Curtain Call,Eminem,60,,,Eminem,1,256,,Encoded By rgFc (ICQ 5758811),,"Marshall Mathers, Jeffrey Bass & Steven Tyler",2018-01-10T09:16:19Z,2018-02-21T20:37:05Z,1,1,,5,Hip Hop/Rap,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Eminem/Curtain%20Call/06%20Sing%20For%20the%20Moment.m4p,,Sing For the Moment,,C0722405B272946B,9,3608415464,2018-05-05T23:37:44Z,,,,60,,2005-12-06T08:00:00Z,44100,11808048,1,2018-03-30T11:52:53Z,Curtain Call,Hooters,Eminem,Doors,Sing For the Moment,339786,15,3526,6,File,2002
Oru Mexican Aparatha (Original Motion Picture Soundtrack) - EP,Manikandan Ayyappa & Renjith Chittade,60,,,Arun Raj Kamaraja & Manikandan Ayyappa,1,256,,Encoded By rgFc (ICQ 5758811),,Manikandan Ayyappa,2018-01-15T09:12:07Z,2018-01-26T18:48:04Z,1,1,,5,Regional Indian,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Manikandan%20Ayyappa%20&%20Renjith%20Chittade/Oru%20Mexican%20Aparatha%20(Original%20Motion%20Pi/05%20Kalippu%20Katta%20Kalippu.m4p,,Kalippu Katta Kalippu,,0DF86F45CA817718,29,3607600663,2018-04-26T13:17:43Z,,,,60,,2017-02-07T08:00:00Z,44100,4539662,1,2018-03-30T11:52:53Z,Oru Mexican Aparatha (Original Motion Picture Soundtrack) - EP,Hooters,Arun Raj Kamaraja & Manikandan Ayyappa,Doors,Kalippu Katta Kalippu,117876,5,3528,5,File,2017
Born to Touch Your Feelings - Best of Rock Ballads,Scorpions,60,,,Scorpions,1,256,,Encoded By rgFc (ICQ 5758811),,Rudolf Schenker,2018-01-17T09:08:27Z,2018-02-21T20:37:05Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Scorpions/Born%20to%20Touch%20Your%20Feelings%20-%20Best%20of%20Ro/02%20Still%20Loving%20You.m4p,,Still Loving You,,A59BA11B2393D856,2,3600063801,2018-01-29T08:43:21Z,,,,60,,2017-11-24T08:00:00Z,44100,14480844,1,2018-03-30T11:52:53Z,Born to Touch Your Feelings - Best of Rock Ballads,Hooters,Scorpions,Doors,Still Loving You,402613,17,3530,2,File,1984
Live Bites (1988-1995),Scorpions,60,,,Scorpions,1,256,,Encoded By rgFc (ICQ 5758811),,Rudolf Schenker & Klaus Meine,2018-01-17T09:10:12Z,2018-01-26T18:48:30Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Scorpions/Live%20Bites%20(1988-1995)/06%20When%20the%20Smoke%20Is%20Going%20Down.m4p,,When the Smoke Is Going Down,,1816A0038AEAA2CD,2,3599102760,2018-01-18T05:46:00Z,,,,60,,1995-01-01T08:00:00Z,44100,5852089,1,2018-03-30T11:52:53Z,Live Bites (1988-1995),Hooters,Scorpions,Doors,When the Smoke Is Going Down,156980,15,3532,6,File,1995
Aadu 2 (Original Motion Picture Soundtrack),Shaan Rahman,60,,,Shaan Rahman,1,256,,Encoded By rgFc (ICQ 5758811),,Shaan Rahman & Manu Manjith,2018-01-21T23:21:12Z,2018-01-26T18:48:44Z,1,1,,5,Regional Indian,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shaan%20Rahman/Aadu%202%20(Original%20Motion%20Picture%20Soundtra/04%20Shaji%20Pappan%20Returns.m4p,,Shaji Pappan Returns,,108CE5C0F42EE3D8,21,3606718720,2018-04-16T08:18:40Z,,,,60,,2018-01-19T08:00:00Z,44100,2401214,1,2018-03-30T11:52:53Z,Aadu 2 (Original Motion Picture Soundtrack),Hooters,Shaan Rahman,Doors,Shaji Pappan Returns,51744,11,3534,4,File,2018
Ohm Shanthi Oshaana (Original Motion Picture Soundtrack),Shaan Rahman,60,,,Rinu Razak Hisham,1,256,,Encoded By rgFc (ICQ 5758811),,Shaan Rahman & Naveen Marar,2018-01-21T23:32:31Z,2018-01-26T18:48:55Z,1,1,,5,Regional Indian,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shaan%20Rahman/Ohm%20Shanthi%20Oshaana%20(Original%20Motion%20Pic/05%20Sneham%20Cherum%20Neram.m4p,,Sneham Cherum Neram,,EA881B0DCF744E5A,8,3603300084,2018-03-07T19:41:24Z,,,,60,,2014-01-27T08:00:00Z,44100,6976346,1,2018-05-16T05:09:47Z,Ohm Shanthi Oshaana (Original Motion Picture Soundtrack),Hooters,Rinu Razak Hisham,Doors,Sneham Cherum Neram,191489,7,3536,5,File,2014
Thattathin Marayathu (Original Motion Picture Soundtrack),Shaan Rahman,60,,,Ramya Nambeesan,1,256,,Encoded By rgFc (ICQ 5758811),,Shaan Rahman,2018-01-21T23:33:50Z,2018-01-26T18:49:07Z,1,1,,5,Regional Indian,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Shaan%20Rahman/Thattathin%20Marayathu%20(Original%20Motion%20Pi/01%20Muthuchippi.m4p,,Muthuchippi,,CC982F023381B465,1,3602098574,2018-02-21T21:56:14Z,,,,60,,2012-06-29T07:00:00Z,44100,8564517,1,2018-05-16T05:09:47Z,Thattathin Marayathu (Original Motion Picture Soundtrack),Hooters,Ramya Nambeesan,Doors,Muthuchippi,245249,8,3538,1,File,2012
"Chundari Penne (From ""Charlie"") - Single",Dulquer Salmaan,60,,,Dulquer Salmaan,1,256,,Encoded By rgFc (ICQ 5758811),,Gopi Sundar & Santhosh Varma,2018-01-21T23:36:06Z,2018-01-26T18:49:13Z,1,1,,5,Regional Indian,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Dulquer%20Salmaan/Chundari%20Penne%20(From%20_Charlie_)%20-%20Single/01%20Chundari%20Penne%20(From%20_Charlie_).m4p,,"Chundari Penne (From ""Charlie"")",,C41BF8A5CB76C664,46,3608330378,2018-05-04T23:59:38Z,,,,60,,2015-12-29T08:00:00Z,44100,8340744,1,2018-05-16T05:09:47Z,"Chundari Penne (From ""Charlie"") - Single",Hooters,Dulquer Salmaan,Doors,"Chundari Penne (From ""Charlie"")",238393,1,3540,1,File,2015
Why This Kolaveri Di - EP,Anirudh Ravichander & Dhanush,60,,,Anirudh Ravichander & Dhanush,1,256,,Encoded By rgFc (ICQ 5758811),,Anirudh Ravichander,2018-01-22T12:41:45Z,2018-01-26T18:49:21Z,1,1,,5,Soundtrack,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Anirudh%20Ravichander%20&%20Dhanush/Why%20This%20Kolaveri%20Di%20-%20EP/01%20Why%20This%20Kolaveri%20Di%20-%203.m4p,,Why This Kolaveri Di - 3,,CD881EA7A53DA4A4,6,3607580813,2018-04-26T07:46:53Z,,,,60,,2011-12-08T08:00:00Z,44100,9341196,1,2018-05-16T05:09:47Z,Why This Kolaveri Di - EP,Hooters,Anirudh Ravichander & Dhanush,Doors,Why This Kolaveri Di - 3,259293,4,3542,1,File,2011
3 (Original Soundtrack),Anirudh Ravichander,60,,,Anirudh Ravichander & Ajesh Ashok,1,256,,Encoded By rgFc (ICQ 5758811),,Anirudh Ravichander,2018-01-23T07:15:26Z,2018-01-26T18:49:28Z,1,1,,5,Tamil,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Anirudh%20Ravichander/3%20(Original%20Soundtrack)/01%20Idhazhin%20Oram%20(The%20Innocence%20of%20L.m4p,,Idhazhin Oram (The Innocence of Love),,05DCECD5363F8C15,18,3607593569,2018-04-26T11:19:29Z,,,,60,,2011-12-23T08:00:00Z,44100,7330266,1,2018-05-16T05:09:47Z,3 (Original Soundtrack),Hooters,Anirudh Ravichander & Ajesh Ashok,Doors,Idhazhin Oram (The Innocence of Love),204866,10,3544,1,File,2011
3 (Original Soundtrack),Anirudh Ravichander,60,,,Anirudh Ravichander & Mohit Chauhan,1,256,,Encoded By rgFc (ICQ 5758811),,Anirudh Ravichander,2018-01-23T07:15:47Z,2018-01-26T18:49:45Z,1,1,,5,Tamil,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Anirudh%20Ravichander/3%20(Original%20Soundtrack)/08%20Po%20Nee%20Po%20(The%20Pain%20of%20Love).m4p,,Po Nee Po (The Pain of Love),,0E5CDA7B206C80DB,3,3608456819,2018-05-06T11:06:59Z,,,,60,,2011-12-23T08:00:00Z,44100,8852188,1,2018-05-16T05:09:47Z,3 (Original Soundtrack),Hooters,Anirudh Ravichander & Mohit Chauhan,Doors,Po Nee Po (The Pain of Love),251786,10,3546,8,File,2011
3 (Original Soundtrack),Anirudh Ravichander,60,,,Sathya Prakash & Harish Swaminathan,1,256,,Encoded By rgFc (ICQ 5758811),,Anirudh Ravichander,2018-01-23T07:15:50Z,2018-01-26T18:49:50Z,1,1,,5,Tamil,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Anirudh%20Ravichander/3%20(Original%20Soundtrack)/10%20Po%20Nee%20Po%20(Remix%20-%20The%20Scream%20of.m4p,,Po Nee Po (Remix - The Scream of Love),,37169B1F58D340AF,2,3599817522,2018-01-26T12:18:42Z,,,,60,,2011-12-23T08:00:00Z,44100,7964435,1,2018-05-16T05:09:47Z,3 (Original Soundtrack),Hooters,Sathya Prakash & Harish Swaminathan,Doors,Po Nee Po (Remix - The Scream of Love),223746,10,3548,10,File,2011
Hysteria,Def Leppard,80,,,Def Leppard,1,256,,Encoded By rgFc (ICQ 5758811),,"Steve Clark, Phil Collen, Joe Elliott, Robert John ""Mutt"" Lange & Richard Savage",2018-01-25T18:27:53Z,2018-01-26T18:49:57Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Def%20Leppard/Hysteria/05%20Pour%20Some%20Sugar%20On%20Me.m4p,,Pour Some Sugar On Me,,3CABAF18C94CC2EA,1,3601532084,2018-02-15T08:34:44Z,,,,80,,1987-08-03T07:00:00Z,44100,9382007,1,2018-05-16T05:09:47Z,Hysteria,Hooters,Def Leppard,Doors,Pour Some Sugar On Me,267201,12,3550,5,File,1987
Hysteria,Def Leppard,80,,,Def Leppard,1,256,,Encoded By rgFc (ICQ 5758811),,"Steve Clark, Phil Collen, Joe Elliott, Robert John ""Mutt"" Lange & Richard Savage",2018-01-25T18:28:37Z,2018-01-26T18:50:27Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Def%20Leppard/Hysteria/10%20Hysteria.m4p,,Hysteria,,B4128108B93A465A,6,3601531817,2018-02-15T08:30:17Z,,,,80,,1987-08-03T07:00:00Z,44100,12639892,1,2018-05-16T05:09:47Z,Hysteria,Hooters,Def Leppard,Doors,Hysteria,354650,12,3552,10,File,1987
Sun Giant - EP,Fleet Foxes,80,,,Fleet Foxes,1,256,,Encoded By rgFc (ICQ 5758811),,"Steve Clark, Phil Collen, Joe Elliott, Robert John ""Mutt"" Lange & Richard Savage",2018-01-26T19:35:11Z,2018-02-21T20:37:05Z,1,1,,5,Alternative,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Fleet%20Foxes/Sun%20Giant%20-%20EP/04%20Mykonos.m4p,,Mykonos,,D06FFF3315A34411,16,3608467592,2018-05-06T14:06:32Z,,,,80,,2008-04-08T07:00:00Z,44100,10817459,1,2018-05-16T05:09:47Z,Sun Giant - EP,Hooters,Fleet Foxes,Doors,Mykonos,275306,5,3554,4,File,2006
"Neil Young Archives, Vol. 1 (1963-1972)",Neil Young,80,,,Neil Young,1,256,,Encoded By rgFc (ICQ 5758811),,Neil Young,2018-01-26T19:45:19Z,2018-01-26T18:49:59Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Neil%20Young/Neil%20Young%20Archives,%20Vol.%201%20(1963-1972)/97%20Old%20Man%20(Live%20At%20Massey%20Hall%201971.m4p",,Old Man (Live At Massey Hall 1971),,F4EE23ADA938AC64,1,3599844781,2018-01-26T19:53:01Z,,,,80,,2009-05-29T07:00:00Z,44100,10415593,1,2018-05-16T05:09:47Z,"Neil Young Archives, Vol. 1 (1963-1972)",Hooters,Neil Young,Doors,Old Man (Live At Massey Hall 1971),297053,125,3556,97,File,2009
Simon and Garfunkel's Greatest Hits,Simon & Garfunkel,80,,,Simon & Garfunkel,1,256,,Encoded By rgFc (ICQ 5758811),,Paul Simon,2018-01-27T14:40:44Z,2018-01-27T19:02:59Z,1,1,,5,Singer/Songwriter,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Simon%20&%20Garfunkel/Simon%20and%20Garfunkel's%20Greatest%20Hits/05%20The%20Sounds%20of%20Silence.m4p,,The Sounds of Silence,,04375EC9C0C0D63E,2,3608416830,2018-05-06T00:00:30Z,,,,80,,1972-06-14T07:00:00Z,44100,7307252,1,2018-05-16T05:09:47Z,Simon and Garfunkel's Greatest Hits,Hooters,Simon & Garfunkel,Doors,Sounds of Silence,187023,14,3562,5,File,1972
Simon and Garfunkel's Greatest Hits,Simon & Garfunkel,80,,,Simon & Garfunkel,1,256,,Encoded By rgFc (ICQ 5758811),,Paul Simon & P. Simon,2018-01-27T14:40:49Z,2018-01-27T19:03:01Z,1,1,,5,Singer/Songwriter,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Simon%20&%20Garfunkel/Simon%20and%20Garfunkel's%20Greatest%20Hits/01%20Mrs.%20Robinson.m4p,,Mrs. Robinson,,314AC48C4805B1C1,2,3608416830,2018-05-06T00:00:30Z,,,,80,,1972-06-14T07:00:00Z,44100,9091668,1,2018-05-16T05:09:47Z,Simon and Garfunkel's Greatest Hits,Hooters,Simon & Garfunkel,Doors,Mrs. Robinson,234415,14,3564,1,File,1972
