Album,Album Artist,Album Rating,Album Rating Computed,Apple Music,Artist,Artwork Count,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Explicit,File Folder Count,Genre,Grouping,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Playlist Only,Protected,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
Simon and Garfunkel's Greatest Hits,Simon & Garfunkel,80,,,Simon & Garfunkel,1,256,,Encoded By rgFc (ICQ 5758811),,Paul Simon & P. Simon,2018-01-27T14:40:56Z,2018-01-27T19:02:56Z,1,1,,5,Singer/Songwriter,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Simon%20&%20Garfunkel/Simon%20and%20Garfunkel's%20Greatest%20Hits/10%20America.m4p,,America,,891846A6FAA6DDFB,1,3608635704,2018-05-08T12:48:24Z,,,,80,,1972-06-14T07:00:00Z,44100,8102318,1,2018-05-16T05:09:47Z,Simon and Garfunkel's Greatest Hits,Hooters,Simon & Garfunkel,Doors,America,213538,14,3566,10,File,1972
Simon and Garfunkel's Greatest Hits,Simon & Garfunkel,80,,,Simon & Garfunkel,1,256,,Encoded By rgFc (ICQ 5758811),,Paul Simon & P. Simon,2018-01-27T14:41:02Z,2018-01-27T19:03:12Z,1,1,,5,Singer/Songwriter,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Simon%20&%20Garfunkel/Simon%20and%20Garfunkel's%20Greatest%20Hits/06%20I%20Am%20a%20Rock.m4p,,I Am a Rock,,F64A447A301AF0E5,1,3608635704,2018-05-08T12:48:24Z,,,,80,,1972-06-14T07:00:00Z,44100,6920535,1,2018-05-16T05:09:47Z,Simon and Garfunkel's Greatest Hits,Hooters,Simon & Garfunkel,Doors,I Am a Rock,170023,14,3568,6,File,1972
Simon and Garfunkel's Greatest Hits,Simon & Garfunkel,80,,,Simon & Garfunkel,1,256,,Encoded By rgFc (ICQ 5758811),,Paul Simon & P. Simon,2018-01-27T14:41:05Z,2018-04-07T11:16:01Z,1,1,,5,Singer/Songwriter,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Simon%20&%20Garfunkel/Simon%20and%20Garfunkel's%20Greatest%20Hits/03%20The%20Boxer.m4p,,The Boxer,,D8BAF81E890DA45B,1,3605190081,2018-03-29T15:41:21Z,,,,80,,1972-06-14T07:00:00Z,44100,11029099,1,2018-04-27T14:43:38Z,Simon and Garfunkel's Greatest Hits,Hooters,Simon & Garfunkel,Doors,Boxer,314241,14,3570,3,File,1969
Abbey Road,The Beatles,80,,,The Beatles,1,256,,Encoded By rgFc (ICQ 5758811),,John Lennon & Paul McCartney,2018-01-27T14:41:41Z,2018-01-27T19:03:32Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Beatles/Abbey%20Road/01%20Come%20Together.m4p,,Come Together,,F84B03A9A2459E35,1,3605190081,2018-03-29T15:41:21Z,,,,80,,1969-09-26T07:00:00Z,44100,10172421,1,2018-01-27T20:16:50Z,Abbey Road,Beatles,Beatles,Doors,Come Together,258946,17,3572,1,File,1969
The Beatles 1967-1970 (The Blue Album),The Beatles,80,,,The Beatles,1,256,,Encoded By rgFc (ICQ 5758811),,George Harrison,2018-01-27T14:41:42Z,2018-01-27T19:03:33Z,2,2,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Beatles/The%20Beatles%201967-1970%20(The%20Blue%20Album)/2-02%20While%20My%20Guitar%20Gently%20Weeps.m4p,,While My Guitar Gently Weeps,,7715B56316CF929E,1,3610467517,2018-05-29T17:38:37Z,,,,80,,1973-01-01T08:00:00Z,44100,10990599,1,2018-01-27T20:16:50Z,Beatles 1967-1970 (The Blue Album),Beatles,Beatles,Doors,While My Guitar Gently Weeps,286840,14,3574,2,File,1973
Sticky Fingers (Deluxe Edition),The Rolling Stones,80,,,The Rolling Stones,1,256,,Encoded By rgFc (ICQ 5758811),,Mick Jagger & Keith Richards,2018-01-27T14:42:34Z,2018-01-27T19:03:51Z,2,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Rolling%20Stones/Sticky%20Fingers%20(Deluxe%20Edition)/1-01%20Brown%20Sugar.m4p,,Brown Sugar,,A1AE6315FBCB8B58,1,3605291329,2018-03-30T19:48:49Z,,,,80,,1971-04-23T08:00:00Z,44100,8721085,1,2018-01-27T20:16:50Z,Sticky Fingers (Deluxe Edition),Rolling Stones,Rolling Stones,Doors,Brown Sugar,229324,10,3576,1,File,1971
Hot Rocks 1964-1971,The Rolling Stones,80,,,The Rolling Stones,1,256,,Encoded By rgFc (ICQ 5758811),,Keith Richards & Mick Jagger,2018-01-27T14:42:56Z,2018-03-26T17:21:39Z,2,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Rolling%20Stones/Hot%20Rocks%201964-1971/1-11%20Ruby%20Tuesday.m4p,,Ruby Tuesday,,E3DC9274C741F0D8,1,3604586598,2018-03-22T17:03:18Z,,,,80,,1971-12-20T08:00:00Z,44100,7601509,1,2018-01-27T20:16:50Z,Hot Rocks 1964-1971,Rolling Stones,Rolling Stones,Doors,Ruby Tuesday,195893,12,3578,11,File,1967
Hot Rocks 1964-1971,The Rolling Stones,80,,,The Rolling Stones,1,256,,Encoded By rgFc (ICQ 5758811),,Mick Jagger & Keith Richards,2018-01-27T14:43:02Z,2018-01-27T19:04:04Z,2,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Rolling%20Stones/Hot%20Rocks%201964-1971/1-10%20Under%20My%20Thumb.m4p,,Under My Thumb,,07BFBBB166D6F17E,1,3604586598,2018-03-22T17:03:18Z,,,,80,,1971-12-20T08:00:00Z,44100,8441267,1,2018-01-27T20:16:50Z,Hot Rocks 1964-1971,Rolling Stones,Rolling Stones,Doors,Under My Thumb,224053,12,3580,10,File,1971
Hot Rocks 1964-1971,The Rolling Stones,80,,,The Rolling Stones,1,256,,Encoded By rgFc (ICQ 5758811),,Mick Jagger & Keith Richards,2018-01-27T14:43:06Z,2018-01-27T19:04:30Z,2,2,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Rolling%20Stones/Hot%20Rocks%201964-1971/2-09%20Wild%20Horses.m4p,,Wild Horses,,18DC3B08466A99BA,1,3604586598,2018-03-22T17:03:18Z,,,,80,,1971-12-20T08:00:00Z,44100,12914715,1,2018-01-27T20:16:50Z,Hot Rocks 1964-1971,Rolling Stones,Rolling Stones,Doors,Wild Horses,343358,9,3582,9,File,1971
Bananarama (Collector's Edition),Bananarama,80,,,Bananarama,1,256,,Encoded By rgFc (ICQ 5758811),,"Dallin, Fahey, Jolley, Swain & Woodward",2018-01-27T14:59:01Z,2018-01-27T19:04:18Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bananarama/Bananarama%20(Collector's%20Edition)/01%20Cruel%20Summer.m4p,,Cruel Summer,,D8BECD946AAEFBC3,17,3605272880,2018-03-30T14:41:20Z,,,,80,,1984-01-01T08:00:00Z,44100,7936255,1,2018-01-27T20:16:50Z,Bananarama (Collector's Edition),Rolling Stones,Bananarama,Doors,Cruel Summer,215326,18,3584,1,File,1984
Wow! (Collector's Edition),Bananarama,80,,,Bananarama,1,256,,Encoded By rgFc (ICQ 5758811),,"Aitken, Dallin, Fahey, Pete Waterman, Stock & Woodward",2018-01-27T14:59:04Z,2018-01-27T19:04:28Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bananarama/Wow!%20(Collector's%20Edition)/04%20Love%20in%20the%20First%20Degree.m4p,,Love in the First Degree,,27E147482A9F6AFD,1,3607596895,2018-04-26T12:14:55Z,,,,80,,1987-09-04T07:00:00Z,44100,8007235,1,2018-01-27T20:16:50Z,Wow! (Collector's Edition),Rolling Stones,Bananarama,Doors,Love in the First Degree,211409,16,3586,4,File,1987
Wow! (Collector's Edition),Bananarama,80,,,Bananarama,1,256,,Encoded By rgFc (ICQ 5758811),,"Keren Woodward, Matt Aitken, Mike Stock, Pete Waterman, Sarah Dallin & Siobhan Fahey",2018-01-27T14:59:05Z,2018-01-27T19:04:48Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bananarama/Wow!%20(Collector's%20Edition)/01%20I%20Can't%20Help%20It.m4p,,I Can't Help It,,1255C67C4E18AC2F,1,3602072381,2018-02-21T14:39:41Z,,,,80,,1987-09-04T07:00:00Z,44100,7549315,1,2018-01-27T20:16:50Z,Wow! (Collector's Edition),Rolling Stones,Bananarama,Doors,I Can't Help It,210732,16,3588,1,File,1987
True Confessions (Collector's Edition),Bananarama,80,,,Bananarama,1,256,,Encoded By rgFc (ICQ 5758811),,Robert Van Leeuwen,2018-01-27T14:59:13Z,2018-01-27T19:04:42Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bananarama/True%20Confessions%20(Collector's%20Edition)/06%20Venus.m4p,,Venus,,2D2A2E0B20236613,3,3604949816,2018-03-26T20:56:56Z,,,,80,,1986-01-01T08:00:00Z,44100,8435177,1,2018-01-27T20:16:50Z,True Confessions (Collector's Edition),Rolling Stones,Bananarama,Doors,Venus,229164,17,3590,6,File,1986
Wow! (Collector's Edition),Bananarama,80,,,Bananarama,1,256,,Encoded By rgFc (ICQ 5758811),,"Dallin, Fahey, Keren Woodward, Matt Aitken, Mike Stock, Pete Waterman, Sarah Dallin, Siobhan Fahey & Woodward",2018-01-27T14:59:16Z,2018-01-27T19:04:51Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bananarama/Wow!%20(Collector's%20Edition)/10%20I%20Want%20You%20Back.m4p,,I Want You Back,,C145FE546D766334,2,3602608232,2018-02-27T19:30:32Z,,,,80,,1987-09-04T07:00:00Z,44100,8142913,1,2018-02-22T16:54:45Z,Wow! (Collector's Edition),Rolling Stones,Bananarama,Doors,I Want You Back,231637,16,3592,10,File,1987
Ice On the Dune,Empire of the Sun,80,,,Empire of the Sun,1,256,,Encoded By rgFc (ICQ 5758811),,"Luke Steele, Nick Littlemore, Steven Bach, Jonathan Sloan & Peter Mayes",2018-01-30T08:41:04Z,2018-02-21T20:37:10Z,1,1,,5,Alternative,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Empire%20of%20the%20Sun/Ice%20On%20the%20Dune/03%20Alive.m4p,,Alive,,86A36B50C56B4AD6,3,3609057886,2018-05-13T10:04:46Z,,,,80,,2013-06-14T07:00:00Z,44100,7707101,1,2018-02-22T16:54:45Z,Ice On the Dune,Rolling Stones,Empire of the Sun,Doors,Alive,204591,12,3594,3,File,2013
Blondes Have More Fun,Rod Stewart,80,,,Rod Stewart,1,256,,Encoded By rgFc (ICQ 5758811),,"Rod Stewart, Carmine Appice & Duane Hitchings",2018-01-30T08:41:04Z,2018-02-21T20:37:16Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Rod%20Stewart/Blondes%20Have%20More%20Fun/01%20Da%20Ya%20Think%20I'm%20Sexy_.m4p,,Da Ya Think I'm Sexy?,,900FB9CCBB490284,3,3609057886,2018-05-13T10:04:46Z,,,,80,,1978-11-24T08:00:00Z,44100,12373915,1,2018-02-22T16:54:45Z,Blondes Have More Fun,Rolling Stones,Rod Stewart,Doors,Da Ya Think I'm Sexy?,331333,10,3596,1,File,1978
Living Years,Mike + The Mechanics,80,,,Mike + The Mechanics,1,256,,Encoded By rgFc (ICQ 5758811),,Mike Rutherford & B. A. Robertson,2018-02-08T12:28:50Z,2018-02-21T20:37:09Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Mike%20+%20The%20Mechanics/Living%20Years/02%20The%20Living%20Years.m4p,,The Living Years,,AE14F8B96D61E834,3,3609057886,2018-05-13T10:04:46Z,,,,80,,1988-10-28T07:00:00Z,44100,11439918,1,2018-02-22T16:54:45Z,Living Years,Rolling Stones,Mike + The Mechanics,Doors,Living Years,332333,10,3598,2,File,1988
I Do Not Want What I Haven't Got,Sinéad O'Connor,80,,,Sinéad O'Connor,1,256,,Encoded By rgFc (ICQ 5758811),,Mike Rutherford & B. A. Robertson,2018-02-08T12:42:44Z,2018-02-21T20:37:12Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Sin%C3%A9ad%20O'Connor/I%20Do%20Not%20Want%20What%20I%20Haven't%20Got/06%20Nothing%20Compares%202%20U.m4p,,Nothing Compares 2 U,,028CBFCF41CABA26,2,3601881914,2018-02-19T09:45:14Z,,,,80,,1990-03-20T08:00:00Z,44100,9815613,1,2018-02-22T16:54:45Z,I Do Not Want What I Haven't Got,Rolling Stones,Sinéad O'Connor,Doors,Nothing Compares 2 U,280040,10,3600,6,File,1990
Greatest Hits Volume One - The Singles,The Goo Goo Dolls,80,,,The Goo Goo Dolls,1,256,,Encoded By rgFc (ICQ 5758811),,John Rzeznik,2018-02-08T12:44:08Z,2018-02-21T20:37:12Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Goo%20Goo%20Dolls/Greatest%20Hits%20Volume%20One%20-%20The%20Singles/14%20Iris.m4p,,Iris,,4A479D2AEA1A2A8C,2,3601881914,2018-02-19T09:45:14Z,,,,80,,2007-11-06T08:00:00Z,44100,10373738,1,2018-02-22T16:54:45Z,Greatest Hits Volume One - The Singles,Goo Goo Dolls,Goo Goo Dolls,Doors,Iris,289906,14,3602,14,File,2007
Ulaga Nayagan Kamal Haasan Super Hits Songs,Various Artists,80,,,Kamal Haasan & S. Janaki,1,256,,Encoded By rgFc (ICQ 5758811),,Ilaiyaraaja & Vaalee,2018-02-08T13:34:19Z,2018-02-21T20:37:15Z,1,1,,5,Tamil,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Compilations/Ulaga%20Nayagan%20Kamal%20Haasan%20Super%20Hits%20So/01%20Kanmani%20Anbodu%20(From%20_Guna_).m4p,,"Kanmani Anbodu (From ""Guna"")",,07776BAF368FCF3D,1,3608455095,2018-05-06T10:38:15Z,,,,80,,1992-01-01T00:00:00Z,44100,11278828,1,2018-02-22T16:54:45Z,Ulaga Nayagan Kamal Haasan Super Hits Songs,Goo Goo Dolls,Kamal Haasan & S. Janaki,Doors,"Kanmani Anbodu (From ""Guna"")",327235,12,3604,1,File,1992
Encore (Live at Wembley),Lionel Richie,80,,,Lionel Richie,1,256,,Encoded By rgFc (ICQ 5758811),,Lionel Richie,2018-02-08T13:34:19Z,2018-02-21T20:37:18Z,1,1,,5,R&B/Soul,Slippery When Wet,Apple Music AAC audio file,1,"file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Lionel%20Richie/Encore%20(Live%20at%20Wembley)/10%20Say%20You,%20Say%20Me%20(Live).m4p",,"Say You, Say Me (Live)",,B60DDB887F419107,1,3608455095,2018-05-06T10:38:15Z,,,,80,,2002-11-26T08:00:00Z,44100,9305758,1,2018-02-22T16:54:45Z,Encore (Live at Wembley),Goo Goo Dolls,Lionel Richie,Doors,"Say You, Say Me (Live)",261986,14,3606,10,File,2002
"Manikya Malaraya Poovi (From ""Oru Adaar Love"") - Single",Vineeth Sreenivasan,80,,,Vineeth Sreenivasan,1,256,,Encoded By rgFc (ICQ 5758811),,"Shaan Rahman, Thalassery K. Refeeque & P.M.A. Jabbar",2018-02-15T09:05:25Z,2018-02-21T20:37:18Z,1,1,,5,Regional Indian,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Vineeth%20Sreenivasan/Manikya%20Malaraya%20Poovi%20(From%20_Oru%20Adaar/01%20Manikya%20Malaraya%20Poovi%20(From%20_Oru.m4p,,"Manikya Malaraya Poovi (From ""Oru Adaar Love"")",,71EBBAB002EB6E6D,66,3608487814,2018-05-06T19:43:34Z,,,,80,,2018-02-12T08:00:00Z,44100,7193777,1,2018-02-22T16:54:45Z,"Manikya Malaraya Poovi (From ""Oru Adaar Love"") - Single",Goo Goo Dolls,Vineeth Sreenivasan,Doors,"Manikya Malaraya Poovi (From ""Oru Adaar Love"")",200769,1,3608,1,File,2018
VH1 Storytellers: Meat Loaf,Meat Loaf,80,,,Meat Loaf,1,256,,Encoded By rgFc (ICQ 5758811),,Jim Steinman,2018-02-27T09:35:42Z,2018-02-27T08:35:42Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Vineeth%20Sreenivasan/Manikya%20Malaraya%20Poovi%20(From%20_Oru%20Adaar/01%20Manikya%20Malaraya%20Poovi%20(From%20_Oru.m4p,,I'd Do Anything for Love (But I Won't Do That),,3984B05895735556,9,3602772280,2018-03-01T17:04:40Z,,,,80,,1999-09-14T07:00:00Z,44100,13380511,1,2018-02-22T16:54:45Z,VH1 Storytellers: Meat Loaf,Goo Goo Dolls,Meat Loaf,Doors,I'd Do Anything for Love (But I Won't Do That),382373,18,3610,6,Remote,1999
Ultimate Alabama 20 #1 Hits,Alabama,80,,,Alabama,1,256,,Encoded By rgFc (ICQ 5758811),,John Schweers & Byron Hill,2018-02-28T08:41:05Z,2018-03-03T11:03:45Z,1,1,,5,Country,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/01%20Born%20Country.m4p,,Born Country,,D9F73899A345F82D,2,3602738818,2018-03-01T07:46:58Z,,,,80,,2004-10-08T07:00:00Z,44100,7387353,1,2018-02-22T16:54:45Z,Ultimate Alabama 20 #1 Hits,Goo Goo Dolls,Alabama,Doors,Born Country,197613,20,3612,1,File,2004
Ultimate Alabama 20 #1 Hits,Alabama,80,,,Alabama,1,256,,Encoded By rgFc (ICQ 5758811),,Randy Owen,2018-02-28T08:41:16Z,2018-03-17T21:51:37Z,1,1,,5,Country,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/08%20Tennessee%20River.m4p,,Tennessee River,,FD7B8A7FD69DB685,2,3603800037,2018-03-13T14:33:57Z,,,,80,,2004-10-08T07:00:00Z,44100,7321781,1,2018-02-22T16:54:45Z,Ultimate Alabama 20 #1 Hits,Goo Goo Dolls,Alabama,Doors,Tennessee River,183120,20,3614,8,File,1980
Ultimate Alabama 20 #1 Hits,Alabama,80,,,Alabama,1,256,,Encoded By rgFc (ICQ 5758811),,J.P. Pennington & Mark Gray,2018-02-28T08:42:08Z,2018-03-03T11:03:46Z,1,1,,5,Country,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/09%20Take%20Me%20Down.m4p,,Take Me Down,,44255D54470E9FFC,2,3602739044,2018-03-01T07:50:44Z,,,,80,,2004-10-08T07:00:00Z,44100,8577309,1,2018-02-22T16:54:45Z,Ultimate Alabama 20 #1 Hits,Goo Goo Dolls,Alabama,Doors,Take Me Down,225906,20,3616,9,File,2004
Right On Time,The Brothers Johnson,80,,,The Brothers Johnson,1,256,,Encoded By rgFc (ICQ 5758811),,Shuggie Otis,2018-03-04T18:38:04Z,2018-03-04T20:21:23Z,1,1,,5,R&B/Soul,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/The%20Brothers%20Johnson/Right%20On%20Time/05%20Strawberry%20Letter%2023.m4p,,Strawberry Letter 23,,63A4B2659A3BDD99,8,3608459416,2018-05-06T11:50:16Z,,,,80,,1977-01-01T08:00:00Z,44100,10345549,1,2018-02-22T16:54:45Z,Right On Time,Brothers Johnson,Brothers Johnson,Doors,Strawberry Letter 23,299066,8,3618,5,File,1977
Midnight Mover: The Bobby Womack Story,Bobby Womack,80,,,Bobby Womack,1,256,,Encoded By rgFc (ICQ 5758811),,Shuggie Otis,2018-03-05T08:55:53Z,2018-03-08T20:47:45Z,2,2,,5,R&B/Soul,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bobby%20Womack/Midnight%20Mover_%20The%20Bobby%20Womack%20Story/2-02%20Across%20110th%20Street.m4p,,Across 110th Street,,1C985EDDC4A15AC1,2,3608459416,2018-05-06T11:50:16Z,,,,80,,1993-10-25T07:00:00Z,44100,8018894,1,2018-02-22T16:54:45Z,Midnight Mover: The Bobby Womack Story,Brothers Johnson,Bobby Womack,Doors,Across 110th Street,230506,21,3620,2,File,1993
The Essentials: Bloodstone,Bloodstone,80,,,Bloodstone,1,256,,Encoded By rgFc (ICQ 5758811),,Charles McCormick,2018-03-05T18:32:12Z,2018-03-08T20:47:46Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bloodstone/The%20Essentials_%20Bloodstone/01%20Natural%20High%20(Single%20Version).m4p,,Natural High (Single Version),,7DFD92646A356C33,1,3603119777,2018-03-05T17:36:17Z,,,,80,,2002-09-17T07:00:00Z,44100,8743910,1,2018-02-22T16:54:45Z,Essentials: Bloodstone,Brothers Johnson,Bloodstone,Doors,Natural High (Single Version),249093,12,3622,1,File,2002
Échame La Culpa - Single,Luis Fonsi & Demi Lovato,80,,,Luis Fonsi & Demi Lovato,1,256,,Encoded By rgFc (ICQ 5758811),,"Luis Fonsi, Andrés Torres, Mauricio Rengifo & Alejandro Rengifo",2018-04-05T20:47:55Z,2018-03-17T21:51:45Z,1,1,,5,Pop in Spanish,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Luis%20Fonsi%20&%20Demi%20Lovato/%C3%89chame%20La%20Culpa%20-%20Single/01%20%C3%89chame%20La%20Culpa.m4p,,Échame La Culpa,,BA03D23F90F65AC9,1,3608416355,2018-05-05T23:52:35Z,,,,80,,2017-11-17T08:00:00Z,44100,6282882,1,2018-02-22T16:54:45Z,Échame La Culpa - Single,Brothers Johnson,Luis Fonsi & Demi Lovato,Doors,Échame La Culpa,173319,1,3624,1,File,2017
올드보이 (Old Boy) [Original Motion Picture Soundtrack],Various Artists,80,,,Cho Young Wook,1,256,,Encoded By rgFc (ICQ 5758811),,"Luis Fonsi, Andrés Torres, Mauricio Rengifo & Alejandro Rengifo",2018-03-11T15:28:49Z,2018-03-11T15:28:49Z,1,1,,5,Soundtrack,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Luis%20Fonsi%20&%20Demi%20Lovato/%C3%89chame%20La%20Culpa%20-%20Single/01%20%C3%89chame%20La%20Culpa.m4p,,The Last Waltz,,F4BBDB973B2673EC,1,3608416355,2018-05-05T23:52:35Z,,,,80,,2003-01-26T08:00:00Z,44100,7145339,1,2018-02-22T16:54:45Z,올드보이 (Old Boy) [Original Motion Picture Soundtrack],Brothers Johnson,Cho Young Wook,Doors,Last Waltz,201004,24,3626,24,Remote,2003
올드보이 (Old Boy) [Original Motion Picture Soundtrack],Various Artists,80,,,Cho Young Wook,1,256,,Encoded By rgFc (ICQ 5758811),,"Luis Fonsi, Andrés Torres, Mauricio Rengifo & Alejandro Rengifo",2018-03-11T15:29:31Z,2018-03-11T15:29:31Z,1,1,,5,K-Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Luis%20Fonsi%20&%20Demi%20Lovato/%C3%89chame%20La%20Culpa%20-%20Single/01%20%C3%89chame%20La%20Culpa.m4p,,The Old Boy,,D10146F0E37EA3C3,35,3605248297,2018-03-30T07:51:37Z,,,,80,,2003-01-26T08:00:00Z,44100,7926651,1,2018-02-22T16:54:45Z,올드보이 (Old Boy) [Original Motion Picture Soundtrack],Brothers Johnson,Cho Young Wook,Doors,Old Boy,223550,24,3628,16,Remote,2003
Broadcast,Cutting Crew,80,,,Cutting Crew,1,256,,Encoded By rgFc (ICQ 5758811),,"Luis Fonsi, Andrés Torres, Mauricio Rengifo & Alejandro Rengifo",2018-03-11T15:29:31Z,2018-03-17T21:51:50Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Cutting%20Crew/Broadcast/06%20(I%20Just)%20Died%20in%20Your%20Arms.m4p,,(I Just) Died in Your Arms,,378C9023F70B4543,35,3605248297,2018-03-30T07:51:37Z,,,,80,,1986-11-22T08:00:00Z,44100,9938490,1,2018-02-22T16:54:45Z,Broadcast,Brothers Johnson,Cutting Crew,Doors,(I Just) Died in Your Arms,280400,10,3630,6,File,1986
Theatre of Pain,Mötley Crüe,80,,,Mötley Crüe,1,256,,Encoded By rgFc (ICQ 5758811),,"Luis Fonsi, Andrés Torres, Mauricio Rengifo & Alejandro Rengifo",2018-05-01T12:31:05Z,2018-03-17T21:51:53Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/M%C3%B6tley%20Cr%C3%BCe/Theatre%20of%20Pain/05%20Home%20Sweet%20Home.m4p,,Home Sweet Home,,6605C08EA5834FE3,35,3605248297,2018-03-30T07:51:37Z,,,,80,,1985-06-24T07:00:00Z,44100,8755655,1,2018-02-22T16:54:45Z,Theatre of Pain,Brothers Johnson,Mötley Crüe,Doors,Home Sweet Home,240933,16,3632,5,File,1985
